確定病名,發病日,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數,縣市別代碼,鄉鎮別代碼
19CoV,2022-07-14,台中市,北屯區,F,0,70+,2,66000,66000080
19CoV,2022-07-14,彰化縣,北斗鎮,F,0,70+,1,10007,10007190
19CoV,2022-07-14,彰化縣,北斗鎮,M,0,70+,1,10007,10007190
19CoV,2022-07-14,苗栗縣,卓蘭鎮,M,0,70+,1,10005,10005070
19CoV,2022-07-14,台南市,南區,M,0,70+,1,67000,67000330
19CoV,2022-07-14,南投縣,南投市,F,0,70+,1,10008,10008010
19CoV,2022-07-14,台東縣,台東市,F,0,70+,1,10014,10014010
19CoV,2022-07-14,台中市,后里區,M,0,70+,1,66000,66000150
19CoV,2022-07-14,彰化縣,員林市,M,0,70+,1,10007,10007100
19CoV,2022-07-14,南投縣,埔里鎮,F,0,70+,1,10008,10008020
19CoV,2022-07-14,台北市,士林區,F,0,70+,1,63000,63000110
19CoV,2022-07-14,台北市,士林區,M,0,70+,1,63000,63000110
19CoV,2022-07-14,台中市,大甲區,F,0,70+,1,66000,66000110
19CoV,2022-07-14,台中市,大里區,F,0,70+,1,66000,66000280
19CoV,2022-07-14,基隆市,安樂區,F,0,70+,1,10017,10017060
19CoV,2022-07-14,苗栗縣,後龍鎮,F,0,70+,1,10005,10005060
19CoV,2022-07-14,台北市,文山區,F,0,70+,1,63000,63000081
19CoV,2022-07-14,台北市,文山區,F,0,70+,1,63000,63000082
19CoV,2022-07-14,台北市,文山區,F,0,70+,1,63000,63000080
19CoV,2022-07-14,雲林縣,斗南鎮,F,0,70+,1,10009,10009020
19CoV,2022-07-14,花蓮縣,新城鄉,M,0,65~69,1,10015,10015040
19CoV,2022-07-14,新北市,新店區,F,0,70+,1,65000,65000060
19CoV,2022-07-14,新北市,新店區,M,0,70+,1,65000,65000060
19CoV,2022-07-14,高雄市,旗山區,M,0,50~54,1,64000,64000300
19CoV,2022-07-14,嘉義市,東區,M,0,70+,1,10020,10020010
19CoV,2022-07-14,新北市,板橋區,M,0,65~69,1,65000,65000010
19CoV,2022-07-14,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2022-07-14,桃園市,桃園區,F,0,70+,1,68000,68000010
19CoV,2022-07-14,台中市,梧棲區,F,0,70+,1,66000,66000140
19CoV,2022-07-14,高雄市,楠梓區,F,0,70+,1,64000,64000040
19CoV,2022-07-14,嘉義縣,民雄鄉,M,0,55~59,1,10010,10010050
19CoV,2022-07-14,台東縣,池上鄉,M,0,45~49,1,10014,10014060
19CoV,2022-07-14,台中市,潭子區,F,0,70+,1,66000,66000170
19CoV,2022-07-14,屏東縣,潮州鎮,M,0,70+,1,10013,10013020
19CoV,2022-07-14,台中市,烏日區,F,0,60~64,1,66000,66000230
19CoV,2022-07-14,澎湖縣,白沙鄉,F,0,65~69,1,10016,10016030
19CoV,2022-07-14,台南市,白河區,M,0,70+,1,67000,67000030
19CoV,2022-07-14,彰化縣,社頭鄉,F,0,70+,1,10007,10007170
19CoV,2022-07-14,彰化縣,社頭鄉,M,0,70+,1,10007,10007170
19CoV,2022-07-14,南投縣,竹山鎮,M,0,70+,1,10008,10008040
19CoV,2022-07-14,花蓮縣,花蓮市,M,0,70+,1,10015,10015010
19CoV,2022-07-14,桃園市,蘆竹區,M,0,65~69,1,68000,68000050
19CoV,2022-07-14,台中市,西屯區,F,0,55~59,1,66000,66000060
19CoV,2022-07-14,澎湖縣,西嶼鄉,M,0,65~69,1,10016,10016040
19CoV,2022-07-14,台中市,豐原區,F,0,70+,1,66000,66000090
19CoV,2022-07-14,屏東縣,車城鄉,M,0,55~59,1,10013,10013230
19CoV,2022-07-14,宜蘭縣,頭城鎮,M,0,55~59,1,10002,10002040
19CoV,2022-07-14,新竹市,香山區,F,0,70+,1,10018,10018030
19CoV,2022-07-15,高雄市,三民區,F,0,70+,1,64000,64000050
19CoV,2022-07-15,高雄市,三民區,F,0,70+,1,64000,64000051
19CoV,2022-07-15,高雄市,三民區,F,0,70+,1,64000,64000052
19CoV,2022-07-15,台南市,下營區,M,0,70+,1,67000,67000080
19CoV,2022-07-15,台中市,中區,M,0,60~64,1,66000,66000010
19CoV,2022-07-15,新北市,中和區,M,0,70+,1,65000,65000030
19CoV,2022-07-15,基隆市,中正區,F,0,70+,1,10017,10017010
19CoV,2022-07-15,宜蘭縣,五結鄉,F,0,70+,1,10002,10002090
19CoV,2022-07-15,台南市,佳里區,M,0,50~54,1,67000,67000120
19CoV,2022-07-15,桃園市,八德區,M,0,70+,1,68000,68000080
19CoV,2022-07-15,台南市,北區,F,0,45~49,1,67000,67000340
19CoV,2022-07-15,台中市,北屯區,M,0,70+,1,66000,66000080
19CoV,2022-07-15,台北市,北投區,M,0,70+,1,63000,63000120
19CoV,2022-07-15,台中市,南屯區,M,0,70+,1,66000,66000070
19CoV,2022-07-15,南投縣,南投市,M,0,60~64,1,10008,10008010
19CoV,2022-07-15,南投縣,南投市,M,0,70+,1,10008,10008010
19CoV,2022-07-15,台東縣,台東市,F,0,70+,1,10014,10014010
19CoV,2022-07-15,台東縣,台東市,M,0,70+,1,10014,10014010
19CoV,2022-07-15,彰化縣,員林市,M,0,70+,1,10007,10007100
19CoV,2022-07-15,雲林縣,四湖鄉,F,0,70+,1,10009,10009180
19CoV,2022-07-15,南投縣,國姓鄉,M,0,70+,1,10008,10008100
19CoV,2022-07-15,南投縣,埔里鎮,M,0,65~69,1,10008,10008020
19CoV,2022-07-15,彰化縣,大村鄉,F,0,70+,1,10007,10007130
19CoV,2022-07-15,苗栗縣,大湖鄉,M,0,70+,1,10005,10005080
19CoV,2022-07-15,台中市,大雅區,F,0,70+,1,66000,66000180
19CoV,2022-07-15,台中市,太平區,F,0,70+,1,66000,66000270
19CoV,2022-07-15,台南市,安定區,M,0,60~64,1,67000,67000210
19CoV,2022-07-15,高雄市,小港區,F,0,70+,1,64000,64000110
19CoV,2022-07-15,彰化縣,彰化市,M,0,70+,1,10007,10007010
19CoV,2022-07-15,雲林縣,斗南鎮,F,0,70+,1,10009,10009020
19CoV,2022-07-15,新竹縣,新埔鎮,M,0,70+,1,10004,10004030
19CoV,2022-07-15,新北市,新店區,M,0,70+,1,65000,65000060
19CoV,2022-07-15,台南市,新營區,M,0,70+,1,67000,67000010
19CoV,2022-07-15,台中市,新社區,F,0,70+,1,66000,66000190
19CoV,2022-07-15,高雄市,新興區,F,0,55~59,1,64000,64000060
19CoV,2022-07-15,台南市,東區,M,0,55~59,1,67000,67000320
19CoV,2022-07-15,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2022-07-15,台南市,柳營區,M,0,70+,1,67000,67000040
19CoV,2022-07-15,桃園市,桃園區,M,0,70+,1,68000,68000010
19CoV,2022-07-15,嘉義縣,水上鄉,F,0,70+,1,10010,10010120
19CoV,2022-07-15,新北市,永和區,F,0,70+,1,65000,65000040
19CoV,2022-07-15,新北市,永和區,M,0,70+,1,65000,65000040
19CoV,2022-07-15,台中市,潭子區,F,0,65~69,1,66000,66000170
19CoV,2022-07-15,彰化縣,田中鎮,M,0,70+,1,10007,10007120
19CoV,2022-07-15,花蓮縣,秀林鄉,F,0,60~64,1,10015,10015110
19CoV,2022-07-15,彰化縣,秀水鄉,M,0,70+,1,10007,10007070
19CoV,2022-07-15,新竹縣,竹北市,F,0,70+,1,10004,10004010
19CoV,2022-07-15,南投縣,竹山鎮,M,0,70+,1,10008,10008040
19CoV,2022-07-15,新竹縣,竹東鎮,M,0,70+,1,10004,10004020
19CoV,2022-07-15,花蓮縣,花蓮市,F,0,70+,1,10015,10015010
19CoV,2022-07-15,南投縣,草屯鎮,M,0,40~44,1,10008,10008030
19CoV,2022-07-15,屏東縣,萬丹鄉,M,0,70+,1,10013,10013050
19CoV,2022-07-15,苗栗縣,銅鑼鄉,F,0,70+,1,10005,10005100
19CoV,2022-07-15,屏東縣,長治鄉,F,0,70+,1,10013,10013060
19CoV,2022-07-15,屏東縣,霧台鄉,F,0,70+,1,10013,10013270
19CoV,2022-07-15,澎湖縣,馬公市,M,0,70+,1,10016,10016010
19CoV,2022-07-16,苗栗縣,三灣鄉,F,0,70+,1,10005,10005160
19CoV,2022-07-16,新北市,五股區,F,0,70+,1,65000,65000150
19CoV,2022-07-16,高雄市,仁武區,F,0,0~4,1,64000,64000170
19CoV,2022-07-16,台南市,佳里區,M,0,70+,2,67000,67000120
19CoV,2022-07-16,花蓮縣,光復鄉,M,0,70+,1,10015,10015070
19CoV,2022-07-16,高雄市,內門區,F,0,70+,2,64000,64000350
19CoV,2022-07-16,桃園市,八德區,M,0,70+,1,68000,68000080
19CoV,2022-07-16,台南市,北區,M,0,50~54,1,67000,67000340
19CoV,2022-07-16,台中市,北區,M,0,70+,1,66000,66000050
19CoV,2022-07-16,台中市,北屯區,F,0,70+,1,66000,66000080
19CoV,2022-07-16,台東縣,台東市,M,0,55~59,1,10014,10014010
19CoV,2022-07-16,花蓮縣,吉安鄉,M,0,70+,1,10015,10015050
19CoV,2022-07-16,彰化縣,和美鎮,M,0,70+,1,10007,10007030
19CoV,2022-07-16,雲林縣,四湖鄉,F,0,70+,1,10009,10009180
19CoV,2022-07-16,台北市,士林區,M,0,70+,1,63000,63000110
19CoV,2022-07-16,花蓮縣,壽豐鄉,F,0,60~64,1,10015,10015060
19CoV,2022-07-16,高雄市,大社區,M,0,70+,1,64000,64000160
19CoV,2022-07-16,台東縣,太麻里鄉,F,0,70+,2,10014,10014090
19CoV,2022-07-16,宜蘭縣,宜蘭市,M,0,70+,1,10002,10002010
19CoV,2022-07-16,高雄市,小港區,M,0,70+,1,64000,64000110
19CoV,2022-07-16,彰化縣,彰化市,F,0,55~59,1,10007,10007010
19CoV,2022-07-16,台南市,新化區,F,0,70+,1,67000,67000180
19CoV,2022-07-16,台中市,新社區,F,0,70+,1,66000,66000190
19CoV,2022-07-16,高雄市,旗山區,M,0,70+,1,64000,64000300
19CoV,2022-07-16,新北市,永和區,M,0,70+,1,65000,65000040
19CoV,2022-07-16,彰化縣,溪湖鎮,F,0,70+,1,10007,10007110
19CoV,2022-07-16,彰化縣,社頭鄉,F,0,70+,1,10007,10007170
19CoV,2022-07-16,高雄市,茄萣區,F,0,60~64,1,64000,64000260
19CoV,2022-07-16,苗栗縣,造橋鄉,F,0,70+,1,10005,10005150
19CoV,2022-07-16,苗栗縣,頭份市,M,0,70+,1,10005,10005050
19CoV,2022-07-16,澎湖縣,馬公市,M,0,70+,1,10016,10016010
19CoV,2022-07-16,高雄市,鳳山區,M,0,55~59,1,64000,64000120
19CoV,2022-07-17,桃園市,中壢區,F,0,70+,1,68000,68000020
19CoV,2022-07-17,台北市,內湖區,M,0,70+,2,63000,63000100
19CoV,2022-07-17,新北市,八里區,M,0,65~69,1,65000,65000230
19CoV,2022-07-17,高雄市,前鎮區,M,0,45~49,1,64000,64000090
19CoV,2022-07-17,台北市,北投區,M,0,70+,2,63000,63000120
19CoV,2022-07-17,彰化縣,北斗鎮,M,0,70+,1,10007,10007190
19CoV,2022-07-17,台南市,南區,M,0,50~54,1,67000,67000330
19CoV,2022-07-17,台中市,南屯區,M,0,70+,1,66000,66000070
19CoV,2022-07-17,南投縣,南投市,M,0,70+,1,10008,10008010
19CoV,2022-07-17,台北市,南港區,F,0,70+,1,63000,63000090
19CoV,2022-07-17,台中市,大里區,F,0,70+,1,66000,66000280
19CoV,2022-07-17,台南市,安南區,F,0,70+,1,67000,67000350
19CoV,2022-07-17,高雄市,左營區,M,0,70+,1,64000,64000030
19CoV,2022-07-17,彰化縣,彰化市,F,0,40~44,1,10007,10007010
19CoV,2022-07-17,雲林縣,斗南鎮,F,0,70+,1,10009,10009020
19CoV,2022-07-17,桃園市,新屋區,M,0,70+,1,68000,68000110
19CoV,2022-07-17,新北市,新店區,F,0,70+,1,65000,65000060
19CoV,2022-07-17,台南市,新營區,M,0,70+,1,67000,67000010
19CoV,2022-07-17,新北市,新莊區,F,0,45~49,1,65000,65000050
19CoV,2022-07-17,新北市,板橋區,M,0,35~39,1,65000,65000010
19CoV,2022-07-17,新北市,板橋區,F,0,70+,1,65000,65000010
19CoV,2022-07-17,桃園市,桃園區,F,0,70+,1,68000,68000010
19CoV,2022-07-17,桃園市,桃園區,M,0,70+,1,68000,68000010
19CoV,2022-07-17,雲林縣,水林鄉,M,0,70+,1,10009,10009200
19CoV,2022-07-17,新北市,永和區,F,0,70+,1,65000,65000040
19CoV,2022-07-17,彰化縣,社頭鄉,M,0,70+,1,10007,10007170
19CoV,2022-07-17,苗栗縣,苑裡鎮,F,0,70+,1,10005,10005020
19CoV,2022-07-17,南投縣,草屯鎮,M,0,65~69,1,10008,10008030
19CoV,2022-07-17,桃園市,蘆竹區,F,0,70+,1,68000,68000050
19CoV,2022-07-17,嘉義市,西區,F,0,70+,1,10020,10020020
19CoV,2022-07-17,台中市,西區,M,0,70+,1,66000,66000040
19CoV,2022-07-17,桃園市,觀音區,F,0,70+,1,68000,68000120
19CoV,2022-07-17,台中市,豐原區,M,0,70+,1,66000,66000090
19CoV,2022-07-17,屏東縣,車城鄉,F,0,70+,1,10013,10013230
19CoV,2022-07-17,台南市,麻豆區,F,0,70+,2,67000,67000070
19CoV,2022-07-18,屏東縣,三地門鄉,M,0,70+,1,10013,10013260
19CoV,2022-07-18,高雄市,三民區,M,0,55~59,1,64000,64000052
19CoV,2022-07-18,高雄市,三民區,M,0,55~59,1,64000,64000050
19CoV,2022-07-18,高雄市,三民區,M,0,55~59,1,64000,64000051
19CoV,2022-07-18,台北市,中山區,M,0,70+,1,63000,63000040
19CoV,2022-07-18,基隆市,中正區,M,0,55~59,1,10017,10017010
19CoV,2022-07-18,宜蘭縣,五結鄉,F,0,70+,1,10002,10002090
19CoV,2022-07-18,台南市,佳里區,F,0,70+,1,67000,67000120
19CoV,2022-07-18,台中市,北區,F,0,70+,1,66000,66000050
19CoV,2022-07-18,台中市,北屯區,M,0,65~69,1,66000,66000080
19CoV,2022-07-18,彰化縣,北斗鎮,M,0,45~49,1,10007,10007190
19CoV,2022-07-18,彰化縣,埤頭鄉,M,0,70+,1,10007,10007220
19CoV,2022-07-18,宜蘭縣,宜蘭市,F,0,70+,1,10002,10002010
19CoV,2022-07-18,高雄市,小港區,F,0,70+,1,64000,64000110
19CoV,2022-07-18,屏東縣,屏東市,M,0,70+,1,10013,10013010
19CoV,2022-07-18,高雄市,左營區,F,0,70+,1,64000,64000030
19CoV,2022-07-18,雲林縣,斗南鎮,M,0,70+,1,10009,10009020
19CoV,2022-07-18,新竹縣,新埔鎮,M,0,70+,1,10004,10004030
19CoV,2022-07-18,雲林縣,東勢鄉,M,0,70+,1,10009,10009140
19CoV,2022-07-18,台北市,松山區,F,0,70+,1,63000,63000010
19CoV,2022-07-18,新北市,板橋區,M,0,60~64,1,65000,65000010
19CoV,2022-07-18,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2022-07-18,嘉義縣,梅山鄉,M,0,70+,1,10010,10010150
19CoV,2022-07-18,新北市,汐止區,M,0,45~49,1,65000,65000110
19CoV,2022-07-18,新北市,汐止區,M,0,70+,1,65000,65000110
19CoV,2022-07-18,彰化縣,溪湖鎮,M,0,60~64,1,10007,10007110
19CoV,2022-07-18,彰化縣,秀水鄉,M,0,70+,1,10007,10007070
19CoV,2022-07-18,彰化縣,花壇鄉,F,0,60~64,1,10007,10007080
19CoV,2022-07-18,苗栗縣,苗栗市,M,0,60~64,1,10005,10005010
19CoV,2022-07-18,新北市,蘆洲區,M,0,70+,1,65000,65000140
19CoV,2022-07-18,台中市,西屯區,M,0,40~44,1,66000,66000060
19CoV,2022-07-18,台中市,豐原區,F,0,70+,1,66000,66000090
19CoV,2022-07-18,新北市,貢寮區,M,0,70+,1,65000,65000260
19CoV,2022-07-18,苗栗縣,通霄鎮,F,0,70+,1,10005,10005030
19CoV,2022-07-18,金門縣,金寧鄉,F,0,70+,1,09020,09020040
19CoV,2022-07-19,基隆市,七堵區,F,0,65~69,1,10017,10017020
19CoV,2022-07-19,新北市,中和區,M,0,55~59,1,65000,65000030
19CoV,2022-07-19,新北市,中和區,M,0,70+,1,65000,65000030
19CoV,2022-07-19,台北市,中山區,F,0,70+,1,63000,63000040
19CoV,2022-07-19,台北市,中山區,M,0,70+,1,63000,63000040
19CoV,2022-07-19,台北市,信義區,F,0,70+,1,63000,63000020
19CoV,2022-07-19,台北市,信義區,M,0,70+,1,63000,63000020
19CoV,2022-07-19,台北市,內湖區,M,0,70+,1,63000,63000100
19CoV,2022-07-19,台北市,北投區,F,0,60~64,1,63000,63000120
19CoV,2022-07-19,台北市,北投區,F,0,70+,1,63000,63000120
19CoV,2022-07-19,台中市,南屯區,M,0,70+,1,66000,66000070
19CoV,2022-07-19,台北市,南港區,F,0,70+,1,63000,63000090
19CoV,2022-07-19,台南市,善化區,F,0,70+,1,67000,67000190
19CoV,2022-07-19,南投縣,埔里鎮,M,0,60~64,1,10008,10008020
19CoV,2022-07-19,雲林縣,大埤鄉,M,0,50~54,1,10009,10009080
19CoV,2022-07-19,台北市,大安區,F,0,70+,1,63000,63000030
19CoV,2022-07-19,台中市,大雅區,M,0,70+,1,66000,66000180
19CoV,2022-07-19,台中市,太平區,F,0,70+,1,66000,66000270
19CoV,2022-07-19,台南市,學甲區,M,0,70+,1,67000,67000130
19CoV,2022-07-19,台南市,官田區,F,0,60~64,1,67000,67000100
19CoV,2022-07-19,高雄市,小港區,F,0,70+,1,64000,64000110
19CoV,2022-07-19,屏東縣,屏東市,F,0,70+,1,10013,10013010
19CoV,2022-07-19,高雄市,左營區,M,0,70+,1,64000,64000030
19CoV,2022-07-19,雲林縣,斗六市,F,0,70+,1,10009,10009010
19CoV,2022-07-19,雲林縣,斗南鎮,M,0,70+,1,10009,10009020
19CoV,2022-07-19,台南市,新化區,F,0,70+,1,67000,67000180
19CoV,2022-07-19,新北市,新店區,M,0,70+,1,65000,65000060
19CoV,2022-07-19,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2022-07-19,基隆市,暖暖區,F,0,70+,1,10017,10017030
19CoV,2022-07-19,新北市,板橋區,F,0,60~64,1,65000,65000010
19CoV,2022-07-19,新北市,板橋區,F,0,70+,4,65000,65000010
19CoV,2022-07-19,新北市,板橋區,M,0,70+,4,65000,65000010
19CoV,2022-07-19,台南市,柳營區,M,0,60~64,1,67000,67000040
19CoV,2022-07-19,台南市,柳營區,F,0,70+,1,67000,67000040
19CoV,2022-07-19,桃園市,桃園區,M,0,70+,1,68000,68000010
19CoV,2022-07-19,高雄市,梓官區,M,0,70+,1,64000,64000290
19CoV,2022-07-19,台中市,梧棲區,M,0,55~59,1,66000,66000140
19CoV,2022-07-19,高雄市,楠梓區,M,0,70+,1,64000,64000040
19CoV,2022-07-19,新北市,樹林區,M,0,70+,1,65000,65000070
19CoV,2022-07-19,嘉義縣,民雄鄉,F,0,70+,1,10010,10010050
19CoV,2022-07-19,嘉義縣,民雄鄉,M,0,70+,1,10010,10010050
19CoV,2022-07-19,新北市,永和區,F,0,70+,2,65000,65000040
19CoV,2022-07-19,新北市,汐止區,F,0,70+,2,65000,65000110
19CoV,2022-07-19,新北市,汐止區,M,0,70+,1,65000,65000110
19CoV,2022-07-19,彰化縣,田尾鄉,F,0,70+,1,10007,10007210
19CoV,2022-07-19,台中市,神岡區,M,0,65~69,1,66000,66000160
19CoV,2022-07-19,台中市,神岡區,F,0,70+,1,66000,66000160
19CoV,2022-07-19,台中市,神岡區,M,0,70+,2,66000,66000160
19CoV,2022-07-19,南投縣,竹山鎮,M,0,70+,1,10008,10008040
19CoV,2022-07-19,彰化縣,花壇鄉,M,0,70+,1,10007,10007080
19CoV,2022-07-19,苗栗縣,苗栗市,M,0,70+,1,10005,10005010
19CoV,2022-07-19,新北市,蘆洲區,F,0,65~69,1,65000,65000140
19CoV,2022-07-19,桃園市,蘆竹區,F,0,45~49,1,68000,68000050
19CoV,2022-07-19,苗栗縣,頭份市,F,0,70+,1,10005,10005050
19CoV,2022-07-19,澎湖縣,馬公市,M,0,70+,2,10016,10016010
19CoV,2022-07-19,高雄市,鼓山區,M,0,55~59,1,64000,64000020
19CoV,2022-07-20,新北市,中和區,F,0,70+,2,65000,65000030
19CoV,2022-07-20,台北市,中正區,M,0,65~69,1,63000,63000050
19CoV,2022-07-20,台南市,中西區,M,0,70+,1,67000,67000370
19CoV,2022-07-20,雲林縣,二崙鄉,F,0,70+,1,10009,10009110
19CoV,2022-07-20,台北市,信義區,M,0,60~64,1,63000,63000020
19CoV,2022-07-20,台北市,內湖區,F,0,70+,1,63000,63000100
19CoV,2022-07-20,嘉義縣,六腳鄉,F,0,70+,1,10010,10010080
19CoV,2022-07-20,宜蘭縣,冬山鄉,M,0,70+,1,10002,10002080
19CoV,2022-07-20,高雄市,前鎮區,F,0,65~69,1,64000,64000090
19CoV,2022-07-20,台中市,北屯區,M,0,70+,1,66000,66000080
19CoV,2022-07-20,台北市,北投區,M,0,70+,1,63000,63000120
19CoV,2022-07-20,彰化縣,員林市,M,0,70+,1,10007,10007100
19CoV,2022-07-20,嘉義縣,太保市,M,0,45~49,1,10010,10010010
19CoV,2022-07-20,基隆市,安樂區,M,0,55~59,1,10017,10017060
19CoV,2022-07-20,台南市,山上區,F,0,70+,1,67000,67000220
19CoV,2022-07-20,高雄市,岡山區,F,0,65~69,1,64000,64000190
19CoV,2022-07-20,苗栗縣,後龍鎮,F,0,70+,1,10005,10005060
19CoV,2022-07-20,台東縣,成功鎮,M,0,60~64,1,10014,10014020
19CoV,2022-07-20,台北市,文山區,F,0,70+,1,63000,63000082
19CoV,2022-07-20,台北市,文山區,F,0,70+,1,63000,63000080
19CoV,2022-07-20,台北市,文山區,F,0,70+,1,63000,63000081
19CoV,2022-07-20,台南市,新營區,F,0,65~69,1,67000,67000010
19CoV,2022-07-20,台南市,東山區,M,0,60~64,1,67000,67000060
19CoV,2022-07-20,屏東縣,枋寮鄉,M,0,60~64,1,10013,10013160
19CoV,2022-07-20,新北市,樹林區,M,0,65~69,1,65000,65000070
19CoV,2022-07-20,新北市,樹林區,F,0,70+,1,65000,65000070
19CoV,2022-07-20,嘉義縣,水上鄉,M,0,70+,1,10010,10010120
19CoV,2022-07-20,新北市,永和區,F,0,70+,1,65000,65000040
19CoV,2022-07-20,台南市,永康區,F,0,70+,1,67000,67000310
19CoV,2022-07-20,新北市,汐止區,M,0,70+,1,65000,65000110
19CoV,2022-07-20,台東縣,海端鄉,M,0,70+,1,10014,10014120
19CoV,2022-07-20,彰化縣,溪湖鎮,M,0,65~69,1,10007,10007110
19CoV,2022-07-20,台中市,神岡區,M,0,65~69,1,66000,66000160
19CoV,2022-07-20,新北市,蘆洲區,M,0,55~59,1,65000,65000140
19CoV,2022-07-20,新北市,蘆洲區,M,0,60~64,1,65000,65000140
19CoV,2022-07-20,台東縣,蘭嶼鄉,F,0,65~69,1,10014,10014160
19CoV,2022-07-20,台中市,豐原區,M,0,65~69,1,66000,66000090
19CoV,2022-07-20,高雄市,阿蓮區,M,0,70+,1,64000,64000230
19CoV,2022-07-20,台中市,霧峰區,M,0,70+,1,66000,66000260
19CoV,2022-07-20,屏東縣,高樹鄉,M,0,55~59,1,10013,10013110
19CoV,2022-07-20,新北市,鶯歌區,F,0,70+,1,65000,65000080
19CoV,2022-07-20,台南市,鹽水區,F,0,70+,1,67000,67000020
19CoV,2022-07-21,台南市,七股區,M,0,70+,1,67000,67000150
19CoV,2022-07-21,高雄市,三民區,M,0,70+,1,64000,64000051
19CoV,2022-07-21,高雄市,三民區,M,0,70+,1,64000,64000050
19CoV,2022-07-21,高雄市,三民區,M,0,70+,1,64000,64000052
19CoV,2022-07-21,新北市,中和區,M,0,65~69,1,65000,65000030
19CoV,2022-07-21,台南市,中西區,M,0,70+,1,67000,67000370
19CoV,2022-07-21,台中市,南屯區,M,0,70+,1,66000,66000070
19CoV,2022-07-21,彰化縣,和美鎮,M,0,65~69,1,10007,10007030
19CoV,2022-07-21,彰化縣,埔心鄉,F,0,70+,1,10007,10007150
19CoV,2022-07-21,彰化縣,大村鄉,M,0,60~64,1,10007,10007130
19CoV,2022-07-21,台中市,大肚區,M,0,70+,1,66000,66000240
19CoV,2022-07-21,台中市,大里區,M,0,70+,1,66000,66000280
19CoV,2022-07-21,彰化縣,彰化市,M,0,70+,1,10007,10007010
19CoV,2022-07-21,台南市,後壁區,F,0,70+,1,67000,67000050
19CoV,2022-07-21,台南市,新營區,M,0,65~69,1,67000,67000010
19CoV,2022-07-21,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2022-07-21,台南市,東區,F,0,70+,1,67000,67000320
19CoV,2022-07-21,台東縣,東河鄉,M,0,50~54,1,10014,10014070
19CoV,2022-07-21,新北市,林口區,M,0,70+,1,65000,65000170
19CoV,2022-07-21,嘉義縣,梅山鄉,M,0,45~49,1,10010,10010150
19CoV,2022-07-21,桃園市,楊梅區,M,0,70+,1,68000,68000040
19CoV,2022-07-21,新北市,樹林區,M,0,70+,1,65000,65000070
19CoV,2022-07-21,嘉義縣,民雄鄉,M,0,70+,1,10010,10010050
19CoV,2022-07-21,台南市,永康區,M,0,70+,1,67000,67000310
19CoV,2022-07-21,台中市,潭子區,F,0,70+,1,66000,66000170
19CoV,2022-07-21,台中市,石岡區,M,0,55~59,1,66000,66000200
19CoV,2022-07-21,台中市,神岡區,M,0,70+,2,66000,66000160
19CoV,2022-07-21,彰化縣,線西鄉,F,0,70+,1,10007,10007040
19CoV,2022-07-21,高雄市,苓雅區,F,0,70+,1,64000,64000080
19CoV,2022-07-21,南投縣,草屯鎮,F,0,70+,1,10008,10008030
19CoV,2022-07-21,嘉義市,西區,F,0,70+,1,10020,10020020
19CoV,2022-07-21,台中市,西屯區,F,0,70+,1,66000,66000060
19CoV,2022-07-21,台中市,西屯區,M,0,70+,2,66000,66000060
19CoV,2022-07-21,屏東縣,長治鄉,F,0,70+,1,10013,10013060
19CoV,2022-07-21,澎湖縣,馬公市,M,0,70+,1,10016,10016010
19CoV,2022-07-21,高雄市,鳳山區,F,0,60~64,1,64000,64000120
19CoV,2022-07-21,高雄市,鳳山區,M,0,70+,1,64000,64000120
19CoV,2022-07-21,桃園市,龜山區,M,0,70+,1,68000,68000070
19CoV,2022-07-22,新北市,中和區,M,0,70+,1,65000,65000030
19CoV,2022-07-22,台南市,中西區,M,0,70+,1,67000,67000370
19CoV,2022-07-22,台中市,北屯區,F,0,70+,1,66000,66000080
19CoV,2022-07-22,台中市,南屯區,M,0,70+,1,66000,66000070
19CoV,2022-07-22,台東縣,台東市,F,0,70+,1,10014,10014010
19CoV,2022-07-22,新北市,土城區,F,0,60~64,1,65000,65000130
19CoV,2022-07-22,雲林縣,土庫鎮,M,0,40~44,1,10009,10009050
19CoV,2022-07-22,南投縣,埔里鎮,F,0,70+,1,10008,10008020
19CoV,2022-07-22,台北市,大同區,M,0,70+,1,63000,63000060
19CoV,2022-07-22,台北市,大安區,F,0,70+,1,63000,63000030
19CoV,2022-07-22,台中市,太平區,F,0,70+,1,66000,66000270
19CoV,2022-07-22,台東縣,太麻里鄉,M,0,70+,2,10014,10014090
19CoV,2022-07-22,高雄市,小港區,M,0,70+,1,64000,64000110
19CoV,2022-07-22,屏東縣,屏東市,M,0,70+,1,10013,10013010
19CoV,2022-07-22,高雄市,左營區,M,0,70+,1,64000,64000030
19CoV,2022-07-22,桃園市,平鎮區,M,0,65~69,1,68000,68000100
19CoV,2022-07-22,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2022-07-22,新竹市,東區,F,0,70+,1,10018,10018010
19CoV,2022-07-22,台北市,松山區,M,0,70+,1,63000,63000010
19CoV,2022-07-22,新北市,樹林區,F,0,70+,1,65000,65000070
